prefLabel,id
Minimum Value Derivation Technique,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82867
Minimum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25570
Embedding,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48163
Metergoline,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91039
Master of Civil Engineering,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71366
MEC Regimen,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9723
Affinity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20604
PIK3CA wt Allele,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51160
BRD4 wt Allele,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92703
Cluster Analysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63918
Comparison,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49156
Combined,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25454
Overcome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90036
Convention,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61300
Classification,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25161
"Pain by Anatomic Descriptor, CTCAE",http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53837
"Pain, CTCAE",http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143725
Pain Distress,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C124175
Adverse Event Associated with Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53794
Usual Severity Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125299
Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3303
Have Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91126
Frequency of Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104600
Feel Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141521
How Much Distress Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125331
Patient,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
Peripheral Neuropathy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119734
Peripheral,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25233
Neuropathy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4731
Human,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14225
Genome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16629
Transcription Factor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17207
Transcription,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17208
Data Transcription,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142497
Factor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25506
Mathematical Factor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84380
Feelings about Genomic Testing Results,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174133
Basis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25430
Origin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42703
Conclusion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54033
Telephone Extension Number,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62139
Extend,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25270
Intracranial Extension,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153176
Large,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49508
New Lesion Identification,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94522
Newar Language,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154052
Future,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67527
Molecular,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25574
Obtain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52349
Suggestion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48313
Adverse Event Possibly Related to Intervention,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53258
Possible,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82490
Possible Adverse Event Attribution to Product or Procedure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41359
Skin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12470
Attribution,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25358
Availability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25429
Site,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37901
Cyclophosphamide/Methotrexate/Vincristine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9612
Cyclophosphamide/Semustine/Vincristine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9998
Comoros,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16458
Study Site,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80403
What is the Site of the New Tumor Event,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156853
Anatomic Site,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13717
Homogeneously Staining Region,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6832
Information,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48191
Data,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25474
