prefLabel,id
Anterior,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25231
Central Lobe,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32278
TCEA1 wt Allele,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97823
Medial,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25232
Thalamus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12459
Subcortical,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165870
Associated,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25281
Cluster Analysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63918
Cluster,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43418
Function,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25518
Functional Relationship,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75924
Inclusive,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C166400
Next,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53286
Cerebellum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12445
Increase,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25533
Increased,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164135
Focal,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28224
Localized,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14146
Adverse Event Definitely Related to Intervention,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53260
Identification,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25737
Double Immunodiffusion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C163546
Deidentification,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45970
Clinical Trial Final Report,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115575
Input,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47905
Prediction,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54156
Prefrontal Cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154779
Bark,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C79615
Cerebral Cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12443
Cerebellar Cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49216
Dorsolateral,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90376
Motor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28367
Motor Device,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50077
Likely,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85550
Negation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25594
NON Mouse,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14460
Contribution,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61412
Attention Concentration,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41209
Decision,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53285
Overall,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25605
Overall Pooled Data,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165858
International,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25541
NCI Thesaurus Association,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43646
Chemical Association,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73471
Association Class,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45672
Scientific Publication,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19026
Publication,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48669
