prefLabel,id
Experience,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54627
Large,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49508
High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25227
Variability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85443
Better,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71685
Better than Others,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C138931
Improved,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125459
Pain Therapy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15180
Study Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142703
Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61299
True Control Status,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99270
Control Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28143
Scientific Control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355
Provide,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80514
Microsatellite Stable,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131459
Stability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54072
Stable,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C30103
Limited Walking Ability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121435
Limited Lifting Ability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121422
Limited,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142988
Group Object,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42685
User Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42684
Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
Organism by Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179770
Population Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17005
Stage Grouping,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38027
Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16866
Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43383
Biological Model,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80519
Model Number,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99285
Ability,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78209
Extract,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82948
Extract Dosage Form,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42929
