prefLabel,id
Hypothesis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28362
Origin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42703
Give,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64974
Duration,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25330
Time,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25207
Quality,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25283
Important,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115916
Importance Rating Score 0,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125543
Treatment Study,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49656
Biomaterial Treatment,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43442
Administration,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25409
Therapeutic Procedure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236
Treatment Epoch,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101526
Treat,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70742
Complementary or Alternative Medical Procedure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51976
Explanation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86073
Chronic Pain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26940
Chronic Graft Versus Host Disease,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4981
Chronic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14141
