prefLabel,id
Neural,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25363
Approach,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25424
Approach,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176499
Specified,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38024
Symptomatic,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25269
Rheumatic Fever Symptom,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C168422
Kawasaki Disease Symptom,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C168286
Basis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25430
Base,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48055
Scientific Equipment,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84337
Tool,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172800
Performed,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38000
Clinical Data,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15783
Clinical,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25398
Clinical Response,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123619
Clinical Batch,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133992
Traditional Education,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159512
Statistics,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17167
Form,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19464
Formation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25513
Established,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71155
Accepted,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62559
Purpose,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25634
Comparison,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49156
Confirmatory Test,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181549
Experience,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54627
Single Metastasis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C180356
Single,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48440
Single,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150721
Patient,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
Negation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25594
NON Mouse,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14460
Accuracy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49145
Analytical Procedure Accuracy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134242
Collected By,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45262
Obtain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52349
Anus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43362
Slight,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103807
Slightly Agree,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125571
Interferes Slightly,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C167318
Slightly Able,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129950
High,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25227
CDISC Relationship Class,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103376
Silo,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54175
Data Set,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47824
Current,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25471
Electrical Current,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48434
Offer,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C166358
Duration,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25330
Time,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25207
European,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43851
International,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25541
NCI Thesaurus Association,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43646
Relationship,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25648
Chemical Association,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73471
Association Class,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45672
Scientific Publication,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19026
Publication,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48669
